text,source_path,source_name,kind,location,id
"on less fragile contexts, while AoW2 leads work in FCAS, including those affected by displacement and migration. This coordination is carried out through the joint development and use of two key tools—the Climate Security Observatory and the Climate Security Programming Dashboard—launched in 2023 and covering 12 countries. These platforms form the backbone of our collaboration—enabling evidence-based prioritization, programming, and financing decisions across a wide geographic footprint. Together, we use them to inform national strategies (e.g., Zambia, Kenya), shape regional responses (e.g., Central America, Horn of Africa), and support operational planning by partners such as UNHCR and WFP (e.g., in Mali, Burkina Faso, Niger, Mozambique, and Jordan). In partnership with the Anticipation Hub, we are also expanding the Early Warning, Early Action and Early Finance (AWARE) platform to strengthen early warning systems. Here again, the Climate Action SP contributes technical capabilities, while AoW2 ensures integration and uptake in fragile contexts where warnings often fail to reach the most vulnerable communities. By working in different types of settings but using shared tools and aligned approaches, the two Programs",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 24 part 4,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p24pt4
"Food Frontiers and Security Program | Inception Report 25 operational efficiency, avoid duplication, and generate broader, more context-responsive insights than either program could produce alone, delivering greater value to partners and stakeholders across the CGIAR portfolio. Together with The Climate Action SP,",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 25 part 1,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p25pt1
"across the CGIAR portfolio. Together with The Climate Action SP, we will work with CGIAR Country Conveners as on-the-ground brokers to facilitate alignment with national priorities, partner demands, and stakeholder needs. In Kenya, for example, we will leverage the CGIAR Country Convener",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 25 part 2,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p25pt2
"Kenya, for example, we will leverage the CGIAR Country Convener to align climate resilience and food security efforts, foster coordinated engagement with government, local partners, and development actors, and enhance the collective impact of our interventions. During the Inception Phase we developed",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 25 part 3,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p25pt3
impact of our interventions. During the Inception Phase we developed a new opportunity with the Genebanks specifically focused on the Pacific (AoW4). In this planned work AoW4 with its networks and partnerships provides the framework and coordinating function for broader CGIAR engagement.,/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 25 part 4,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p25pt4
"Food Frontiers and Security Program | Inception Report 9. Risk management Please refer to the following link with the Program/Accelerator's full risk register. This link is open to ISDC colleagues and others will be granted access, on request. # Category Title Description Current Risk Level Target Risk Level Actions /Controls to manage risks 3 Funding Unpredictable/ inadequate funding Funding uncertainty (inflation, cuts, etc) reduces our ability to develop long-term partnerships, while sudden reductions affect our credibility with partners. Existing partners unable to meet Program",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 26 part 1,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p26pt1
"reduces our ability to develop long-term partnerships, while sudden reductions affect our credibility with partners. Existing partners unable to meet Program requirements due to their budgetary constraints and commitments. 20 12 (1) Diversify Funding Sources (2) Develop Contingency Plans (3) Co-Finance with Partners (4) Strengthen Financial Forecasting and Pipeline Tracking (5) Communicate Transparently with Partners (6) Build a Compelling Value Proposition 4 Funding Catastrophe diverts resources Increased frequency and severity of climate-related events (e.g., flood, drought) and conflict, overwhelming food systems where the Program",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 26 part 2,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p26pt2
"Catastrophe diverts resources Increased frequency and severity of climate-related events (e.g., flood, drought) and conflict, overwhelming food systems where the Program works, or diverting financial and human resources for response. 16 12 (1) Integrate Risk-Responsive and Adaptive Programming (2) Establish Business Continuity and Crisis Management Protocols (3) Strengthen Early Warning and Financial Scenario Monitoring (4) Diversify Funding and Maintain Emergency Flex Pools (5) Build Resilience into Program and Institutional Design (6) Forge Humanitarian and Multisectoral Partnerships (7) Design Interventions that are Flexible and Shock-",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 26 part 3,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p26pt3
"Build Resilience into Program and Institutional Design (6) Forge Humanitarian and Multisectoral Partnerships (7) Design Interventions that are Flexible and Shock- responsive 5 Talent Changes in the Operating Environment Frequent internal restructuring, leadership transitions, and shifts in strategic direction create uncertainty, disrupt workflows, reduce staff morale, and delay decision- making. 15 12 (1) Establish strong Internal Communication System (2) Develop a Change Management Strategy (3) Document Core Processes and Knowledge (4) Strengthen Decentralized Decision-Making (5) Align Program Design with Institutional Strategy (6) Regular Risk",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 26 part 4,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p26pt4
Food Frontiers and Security Program | Inception Report 2 1 Scaling impact Inadequate capacity to implement innovations Government and non- government partners have limited financial and technical capacity. Investment in capacity sharing may not be adequate to enable partners,/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 27 part 1,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p27pt1
capacity sharing may not be adequate to enable partners to implement innovations needed to improve food security/resilience. 12 9 (1) Leverage Local Institutions (2) Conduct Capacity Gap Assessments (3) Promote Co-Funding and Resource Mobilization (4) Use Innovation Readiness Metrics,/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 27 part 2,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p27pt2
"Co-Funding and Resource Mobilization (4) Use Innovation Readiness Metrics 2 Partners and Partnerships Weak governance among implementation partners A major dimension of food system fragility is weak governance, which may increase the exclusion of those with limited resources, especially",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 27 part 3,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p27pt3
"increase the exclusion of those with limited resources, especially women and youth, undermining our ability to target these populations. 12 8 (1) Facilitate Policy Dialogue and Coordination (2) Use Social Accountability Tools (3) Build Institutional Governance Capacity",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 27 part 4,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p27pt4
"Food Frontiers and Security Program | Inception Report 3 10. Addressing feedback on select topics There is a lack of information on how water systems are covered in the Portfolio. Water systems are integrated across all AoWs in the Food Frontiers and Security Program, with particular emphasis on climate- smart innovations, circular bioeconomy solutions, disaster risk reduction, and digital tools for resource management. The Future Food Systems Lab (AoW1) plays a central role in synthesizing water-related insights across fragile, urban, and island contexts. In FCAS (AoW2), the Program supports anticipatory action and disaster risk reduction through tools that address flood and drought events. For example, digital twin modeling is being piloted in Dolo Ado, Ethiopia to simulate water system dynamics and inform humanitarian planning. In Eastern Sudan, the Program is advancing flood and agricultural water management solutions, while in Jordan, water risk profiles are being developed for refugee camps to guide resilience-building investments. In island systems, safe wastewater reuse and aquatic",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 28 part 1,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p28pt1
"inform humanitarian planning. In Eastern Sudan, the Program is advancing flood and agricultural water management solutions, while in Jordan, water risk profiles are being developed for refugee camps to guide resilience-building investments. In island systems, safe wastewater reuse and aquatic food system resilience are key priorities. Additionally, AoW1 and AoW2 are co-producing a learning series with the Fragility, Conflict, Livelihoods and Water Research Group to promote applied learning on water governance, conflict- sensitive resource management, and practical, scalable solutions for fragile and underserved settings. These efforts will be further elaborated in the Inception Phase to strengthen the visibility and coherence of water systems research across the Portfolio. There is a lack of information on how climate mitigation is covered in the Portfolio. The Program focuses more on climate adaptation than mitigation. However, AoW1 explores circular bioeconomy models and innovations (e.g., vertical farming, waste-to-protein systems) that can contribute to mitigation. Further elaboration of mitigation strategies, including GHG emissions baselining and nature-based solutions",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 28 part 2,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p28pt2
"Portfolio. The Program focuses more on climate adaptation than mitigation. However, AoW1 explores circular bioeconomy models and innovations (e.g., vertical farming, waste-to-protein systems) that can contribute to mitigation. Further elaboration of mitigation strategies, including GHG emissions baselining and nature-based solutions in urban and island settings, will be prioritized during the Inception Phase. Under AoW3, HLO 3.1 focuses on Safe Urban Food Production which promotes local food production in urban gardens. This significantly reduces the emissions from long-distance transport, a major contributor to urban food systems’ carbon footprint. Additionally, HLO 3.2 on Circular Bioeconomy which focuses on organic waste recycling and safe wastewater reuse contribute towards diverting organic waste from landfills and reducing emissions from freshwater treatment respectively, both key climate mitigation strategies. In AoW4, which focuses its work on the small island states in the Pacific, climate work focuses on adaptation and climate risk analyses. Nevertheless, work on circular production systems and small-scale fisheries are entry points for mitigation (reduced fuel",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 28 part 3,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p28pt3
"strategies. In AoW4, which focuses its work on the small island states in the Pacific, climate work focuses on adaptation and climate risk analyses. Nevertheless, work on circular production systems and small-scale fisheries are entry points for mitigation (reduced fuel consumption, low technology practice) that will be included in HLO 4.3 There is a lack of information on how tradeoffs and synergies in mixed systems are covered in the Portfolio. The Program’s transdisciplinary approach anticipates mixed systems challenges, particularly in urban and peri-urban environments. AoW1 (Future Food Systems Lab) is tasked with scenario planning and foresight analysis that considers such tradeoffs. In addition, in AoW2, we are identifying climate change – conflict hotspots that help identify synergies for climate-smart agriculture and peace-building activities. Additionally, AoW2 is expanding our use of big data to better highlight where investments in crises prevention, response, and recovery are likely to be highest value – promoting more effective policies in an environment beset with numerous investment",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 28 part 4,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p28pt4
"Food Frontiers and Security Program | Inception Report 4 There is a lack of information on how environmental health and biodiversity is covered in the Portfolio. The Program references environmental degradation and ecosystem health (e.g., urban food waste recycling, soil microbiomes, restoration of indigenous aquatic systems). However, biodiversity and environmental health outcomes are not deeply elaborated. This will be addressed through targeted research questions under AoW1 and AoW4 and alignment with the Environmental Health & Biodiversity Impact Area. There is a lack of information on how orphan and opportunity crops and pulses are covered in the Portfolio. While not central, the Program acknowledges local crop systems in island contexts and urban agriculture, where pulses and nutrient-rich crops can be emphasized. AoW3 and AoW4 will explore this further in collaboration with the Better Diets and Nutrition Program and NARES partners. Opportunity exists to include neglected crops in food environment and resilience-building strategies in the Inception Phase. AoW3 continues to actively promote",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 29 part 1,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p29pt1
"AoW3 and AoW4 will explore this further in collaboration with the Better Diets and Nutrition Program and NARES partners. Opportunity exists to include neglected crops in food environment and resilience-building strategies in the Inception Phase. AoW3 continues to actively promote urban production of a wide range of indigenous vegetables in Asia and Africa under HLO 3.1 through training in learning institutions (schools and colleges) and community gardens. For example, in 2023, AoW3 introduced 68 varieties of 31 types of indigenous food crops in urban gardens in Manila. There is a lack of information on how youth and social inclusion (that does not relate to gender) is covered in the Portfolio. The Program highlights youth inclusion, especially in job creation, agri-entrepreneurship, and urban innovation hubs. Youth engagement is prominent in AoW3 (Urban Food Systems) and AoW4 (Island Food Systems). AoW2 further recognizes youth as a critical group that can either help perpetuate or reduce fragility and conflict, requiring tailored programming and",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 29 part 2,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p29pt2
"and urban innovation hubs. Youth engagement is prominent in AoW3 (Urban Food Systems) and AoW4 (Island Food Systems). AoW2 further recognizes youth as a critical group that can either help perpetuate or reduce fragility and conflict, requiring tailored programming and interventions – and addresses issues of migration (dominated by youth). However, broader social inclusion is less developed and will be addressed via GESI-responsive programming and metrics during the Inception Phase. There is a lack of information on how capacity sharing (as it relates to internal learning and decolonization of research) is covered in the Portfolio. Capacity sharing is integrated in each AoW. AoW1 promotes co-creation with local partners, and the Program builds on long-term partnerships with NARES and local innovators. Deep commitments to decolonizing research—such as equitable authorship and local leadership in agenda-setting—will be strengthened as part of the Capacity Sharing Accelerator. Under AoW2, we will implement the Frontiers Learning Exchange Program in partnership with IWMI’s Fragility, Conflict, Livelihoods, and",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 29 part 3,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p29pt3
"Deep commitments to decolonizing research—such as equitable authorship and local leadership in agenda-setting—will be strengthened as part of the Capacity Sharing Accelerator. Under AoW2, we will implement the Frontiers Learning Exchange Program in partnership with IWMI’s Fragility, Conflict, Livelihoods, and Water Research Group to support knowledge capture and to cultivate innovative, practical solutions in FCAS. We will also deploy a ‘From Fragility to Stability’ webinar series as part of IFPRI’s Policy Research Seminar Series. Finally, across AoWs, we have set targets for capacity development—ensuring that the tools and innovations we develop can scale and yield long-term benefits. AoW2 also launched the Climate, Peace and Displacement (CPD), which specifically builds on the localization agenda to i) take CGIAR science and expertise to local and international humanitarian and development actors ii) creates spaces for dialogue and exchange between food, land and water systems science and humanitarian policy and iii), directly supports science in Africa through mentorship programs with individuals, Centres of excellence",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 29 part 4,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p29pt4
"Food Frontiers and Security Program | Inception Report 5 Appendix 1: Addressing specific feedback FCDO: “AoW2 is of particular interest. We welcome the CG’s eff orts to tackle this global research gap - in particular, evidence on what works to strengthen food security and resilience in FCAS. What role can this SP play to support other SPs and draw together evidence on what works in FCAS?” This is a critical value proposition of AoW2 of the Frontiers SP—expanding the reach of CGIAR to studying topics of fragility and conflict (not only working in FCAS settings) as well as increasing the efficiency of CGIAR investments carried out by other SPs/ Accelerators in FCAS settings. For instance, With the Climate Action SP, we are co-developing tools like the Climate Security Observatory and AWARE platform, enabling conflict- and climate-sensitive programming in fragile settings. We are collaborating with the Digital Innovation Accelerator",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 30 part 1,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p30pt1
"FCAS settings. For instance, With the Climate Action SP, we are co-developing tools like the Climate Security Observatory and AWARE platform, enabling conflict- and climate-sensitive programming in fragile settings. We are collaborating with the Digital Innovation Accelerator to develop a digital twin of a watershed in Ethiopia to support humanitarian response in refugee host communities. And with the Gender Equality and Social Inclusion Accelerator, we are advancing gender-responsive crisis prevention and recovery— analyzing how conflict, climate shocks, and migration affect women’s livelihoods and agency, and testing interventions to empower women as crisis responders and leaders in fragile contexts. With the Policy Innovation SP, we are convening dialogues on core topics of policy interest (e.g., an April 2025 event in Nairobi on Sudan’s ongoing crises – “Two Years of Crisis: Impact and Pathways to Recovery and Resilience” – as well as an event on youth). And we are working",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 30 part 2,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p30pt2
"policy interest (e.g., an April 2025 event in Nairobi on Sudan’s ongoing crises – “Two Years of Crisis: Impact and Pathways to Recovery and Resilience” – as well as an event on youth). And we are working with the Scaling 4 Impact SP to support scaling in and to FCA settings. During the Inception Phase, we have connected with these and other SPs/As to plan joint work and dissemination and magnify our collective impacts whilst establishing best practices for this type of work in the CGIAR. Finally, the Frontiers Learning Exchange (FLEX) will initiate a community of practice for shared learning and innovative problem-solving in FCAS environments. ISDC: “The specific challenges facing each of these distinct at-risk areas are vastly different, limiting the potential gains from housing all three under one program.” During the Inception Phase the program has sought to clarify that in fact these systems share",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 30 part 3,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p30pt3
"facing each of these distinct at-risk areas are vastly different, limiting the potential gains from housing all three under one program.” During the Inception Phase the program has sought to clarify that in fact these systems share characteristics and challenges (see Figure 2 and Section 1.3). This was well received at Science Week in Nairobi where the Program enjoyed novel engagement from funders and partners because of the increasing awareness of the novelty and innovation in framing that the program represents. Within the framework of the program there is still significant scope for tailored research, alongside systematic exchange and opportunities for transfer of technologies. For example, during the Inception Phase we have allocated resources for transfer of circular economy research tools and technologies previously applied in urban food systems to island food systems. This new iteration of programming should make the case clearer for housing these three frontier",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 30 part 4,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p30pt4
"Food Frontiers and Security Program | Inception Report 6 ISDC: “The SP contemplates a significant investment in research in FCA areas, where CGIAR has not operated previously…AoW2 involves a new focus for the CGIAR that may involve substantial risks… The eventual effectiveness of the SP could be hampered by the need to establish capacity and inherent costs and risks involved.” AoW2 on FCAS is a natural extension of the already successful FCM Initiative that delivered targeted research and partnerships in FCA settings. Building on the foundation laid by FCM, this AoW has mobilized the same cadre of CGIAR scientists and a revised (for enhanced impact potential) set of partners and geographies to co-produce context-specific innovations and evidence to strengthen food system resilience amid conflict and climate shocks. Formal collaborations with trans-national actors like WFP, UNHCR, and IOM, as well as NGOs (e.g., ActionAid, World Vision) and government counterparts in over 10 countries, are already underway. Recognizing",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 31 part 1,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p31pt1
"to strengthen food system resilience amid conflict and climate shocks. Formal collaborations with trans-national actors like WFP, UNHCR, and IOM, as well as NGOs (e.g., ActionAid, World Vision) and government counterparts in over 10 countries, are already underway. Recognizing that fragility is intensifying even in traditionally stable CGIAR regions, AoW2 (as well as AoW1) are also advancing tools and innovations to bridge the humanitarian-development-peace nexus—directly addressing partner demands. These early efforts demonstrate CGIAR’s comparative advantage and strong institutional commitment to effective operation in high-risk food systems. SDC specifically welcomes the nexus approach in FCA settings and has thus earmarked AoW2, which aligns with SDC’s own approach and priorities. ISDC: “The failure to engage with the typical thinness of adequate, existing secondary datasets and the difficult challenges associated with generating new and credible primary data for impact evaluation and other purposes in FCAS” Food systems in FCA areas are indeed marked by data scarcity and challenges to",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 31 part 2,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p31pt2
"of adequate, existing secondary datasets and the difficult challenges associated with generating new and credible primary data for impact evaluation and other purposes in FCAS” Food systems in FCA areas are indeed marked by data scarcity and challenges to conventional data collection. During the Inception Phase, these constraints have been addressed through several adaptive approaches. First, the SP has expanded work on and capacity in modeling and remote sensing, partnering with the Food Security Portal (FSP) team as well as Google to model, predict, and better understand the likely impacts of shocks and crises. Second, we have more broadly increased our reliance on novel data sources including those stemming from remote sensing, phone-based surveys to reach insecure or inaccessible areas, and external databases such as ACLED. We have also established flexible partnerships with local organizations and UN agencies to co-generate novel data. These strategies have already enabled the production of credible, policy-relevant evidence where traditional methods",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 31 part 3,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p31pt3
"or inaccessible areas, and external databases such as ACLED. We have also established flexible partnerships with local organizations and UN agencies to co-generate novel data. These strategies have already enabled the production of credible, policy-relevant evidence where traditional methods would not be feasible. ISDC: “The lack of well-supported hypotheses and credible research literature references We are grateful that the Inception Phase has afforded us opportunities to articulate our research questions, theories of change, and assumptions therein. The value added and overall merit of the Food Frontier and Security Program at this stage is grounded in the substantial body of research, literature reviews, and partner engagement conducted during the 2022–2024 CGIAR Initiatives—each of which was itself deeply rooted in the legacy of the CGIAR Research Programs (CRPs). While space and time constraints in this Inception Report limit our ability to detail these foundations, they have directly informed the design of our work plans, theories of change, and",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 31 part 4,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p31pt4
"Food Frontiers and Security Program | Inception Report 7 makes it very difficult to assess originality and likely value added and overall merit of the SP.” research priorities. The Program builds on this robust evidence base to ensure that its contributions are both original and impactful. As implementation progresses, we will continue to draw on this foundation to deliver high-quality, context-relevant research that provides strong value for money for donors and actionable insights for uptake partners. This is not a static or linear process—we believe that implementing an impactful science program requires a dynamic approach, one that continuously assesses existing and emerging knowledge, and actively engages with partners to ensure that what we produce remains relevant, useful, and appropriate. ISDC: “Gender aspects at institutional/ partner level need to be highlighted, i.e., demonstrating efforts to ensure that the SP’s",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 32 part 1,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p32pt1
"actively engages with partners to ensure that what we produce remains relevant, useful, and appropriate. ISDC: “Gender aspects at institutional/ partner level need to be highlighted, i.e., demonstrating efforts to ensure that the SP’s team meets CGIAR’s gender target of a min. of 40% women in professional roles.” This is a critical point. We flag that of 10 individuals serving either as interim director, interim deputy director, or interim area of work lead/ co-lead, 4 are women. Further, amongst these 4 women, 2 are currently serving as interim deputy directors. This provides core balance. Additionally, within each area of CGIAR work team, leads are making efforts to ensure researchers from the global south in addition to women are given opportunities as key technical focal points and project leads. Finally, we are ensuring that female voices are among partner",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 32 part 2,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p32pt2
"making efforts to ensure researchers from the global south in addition to women are given opportunities as key technical focal points and project leads. Finally, we are ensuring that female voices are among partner teams by selecting partners who allow for balanced voices on teams working with us. ISDC: “Providing a more comprehensive and thought through risk framework, with explicit mitigation actions and contingency plans for possible disruptions and unintended consequences would significantly enhance the robustness of the proposal.” We fully agree that risk management is critical, particularly in fragile and frontier settings, and have already identified the risks facing the SP as well as designed concrete mitigation strategies across AoWs. In AoW2, which operates in FCAS, risk to staff and human subjects is being managed by partnering with organizations experienced in such contexts, aligning with UN security",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/Inception/Food Frontiers and Security_Inception Report 30-06-2025.pdf,Food Frontiers and Security_Inception Report 30-06-2025.pdf,pdf,page 32 part 3,pdf:Food Frontiers and Security_Inception Report 30-06-2025.pdf:p32pt3
